2025-08-20 09:13:57.517 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:02:36.585 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:02:46.595 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:03:16.704 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:03:26.710 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:03:56.787 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:04:06.801 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:04:36.879 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:04:46.894 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:05:16.985 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:05:26.995 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:05:57.079 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:06:07.099 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:06:37.187 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:06:47.203 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:07:17.282 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:07:27.297 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:07:57.407 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:08:07.410 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:08:37.485 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:08:47.500 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:09:17.579 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:09:27.594 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:09:57.687 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:10:07.703 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:10:37.782 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:10:47.790 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:11:17.878 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:11:27.894 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:11:57.984 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:12:08.000 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:12:38.078 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:12:48.095 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:13:18.188 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:13:28.204 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:13:58.281 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:14:08.293 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:14:38.379 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:14:48.391 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:15:18.486 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:15:28.500 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:15:58.578 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:16:08.594 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:16:38.687 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:16:48.705 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:17:18.782 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:17:28.798 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:17:58.879 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:18:08.894 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:18:38.985 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:18:49.000 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:19:19.080 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:19:29.088 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:19:59.188 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:20:09.205 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:20:39.288 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:20:49.303 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:21:19.386 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:21:29.401 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:21:59.497 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:22:09.502 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:22:39.590 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:22:49.598 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:23:19.693 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:23:29.702 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:23:59.783 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:24:09.802 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:24:39.881 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:24:49.893 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:25:19.979 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:25:29.984 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:26:00.081 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:26:10.092 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:26:40.179 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:26:50.196 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:27:20.280 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:27:30.285 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:28:00.381 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:28:10.396 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:28:40.481 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:28:50.487 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:29:20.593 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:29:30.612 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:30:00.679 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:30:10.694 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:30:40.779 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:30:50.794 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:31:20.893 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:31:30.910 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:32:00.978 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:32:10.991 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:32:41.091 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:32:51.108 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:33:21.191 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:33:31.207 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:34:01.279 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:34:11.290 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:34:41.389 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:34:51.407 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:35:21.486 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:35:31.505 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:36:01.588 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:36:11.605 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:36:41.687 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:36:51.703 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:37:21.788 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:37:31.803 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:38:01.885 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:38:11.904 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:38:41.985 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:38:51.997 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:39:22.083 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:39:32.099 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:40:02.183 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:40:12.198 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:40:42.292 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:40:52.297 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:41:22.383 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:41:32.399 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:42:02.482 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:42:12.498 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:42:42.581 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:42:52.598 [lettuce-nioEventLoop-4-15] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:43:22.679 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:43:32.697 [lettuce-nioEventLoop-4-16] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:44:02.779 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:44:12.796 [lettuce-nioEventLoop-4-1] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:44:42.879 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:44:52.894 [lettuce-nioEventLoop-4-2] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:45:22.978 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:45:32.995 [lettuce-nioEventLoop-4-3] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:46:03.080 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:46:13.094 [lettuce-nioEventLoop-4-4] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:46:43.179 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:46:53.193 [lettuce-nioEventLoop-4-5] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:47:23.280 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:47:33.293 [lettuce-nioEventLoop-4-6] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:48:03.378 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:48:13.392 [lettuce-nioEventLoop-4-7] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:48:43.491 [lettuce-eventExecutorLoop-1-4] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:48:53.508 [lettuce-nioEventLoop-4-8] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:49:23.590 [lettuce-eventExecutorLoop-1-6] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:49:33.607 [lettuce-nioEventLoop-4-9] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:50:03.688 [lettuce-eventExecutorLoop-1-8] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:50:13.707 [lettuce-nioEventLoop-4-10] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:50:43.789 [lettuce-eventExecutorLoop-1-10] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:50:53.805 [lettuce-nioEventLoop-4-11] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:51:23.889 [lettuce-eventExecutorLoop-1-12] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:51:33.905 [lettuce-nioEventLoop-4-12] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:52:03.990 [lettuce-eventExecutorLoop-1-14] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:52:14.005 [lettuce-nioEventLoop-4-13] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:52:44.088 [lettuce-eventExecutorLoop-1-16] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
2025-08-20 10:52:54.102 [lettuce-nioEventLoop-4-14] WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [192.168.64.128:6379]: connection timed out: /192.168.64.128:6379
2025-08-20 10:53:24.188 [lettuce-eventExecutorLoop-1-2] INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was 192.168.64.128:6379
